last_day_of_the_week,average_precip,week,year,State,City
2009-02-08,0.22571428571428573,6,2009,CA,Los Angeles
2009-02-15,0.09857142857142856,7,2009,CA,Los Angeles
2009-02-22,0.1985714285714286,8,2009,CA,Los Angeles
2009-03-01,0.0,9,2009,CA,Los Angeles
2009-03-08,0.03571428571428571,10,2009,CA,Los Angeles
2009-03-15,0.0,11,2009,CA,Los Angeles
2009-03-22,0.011428571428571429,12,2009,CA,Los Angeles
2009-03-29,0.0,13,2009,CA,Los Angeles
2009-04-05,0.0,14,2009,CA,Los Angeles
2009-04-12,0.004285714285714286,15,2009,CA,Los Angeles
2009-04-19,0.0,16,2009,CA,Los Angeles
2009-04-26,0.0,17,2009,CA,Los Angeles
2009-05-03,0.0,18,2009,CA,Los Angeles
2009-05-10,0.0,19,2009,CA,Los Angeles
2009-05-17,0.0,20,2009,CA,Los Angeles
2009-05-24,0.0,21,2009,CA,Los Angeles
2009-05-31,0.0,22,2009,CA,Los Angeles
2009-06-07,0.02428571428571429,23,2009,CA,Los Angeles
2009-06-14,0.0,24,2009,CA,Los Angeles
2009-06-21,0.0,25,2009,CA,Los Angeles
2009-06-28,0.0,26,2009,CA,Los Angeles
2009-07-05,0.0,27,2009,CA,Los Angeles
2009-07-12,0.0,28,2009,CA,Los Angeles
2009-07-19,0.0,29,2009,CA,Los Angeles
2009-07-26,0.0,30,2009,CA,Los Angeles
2009-08-02,0.0,31,2009,CA,Los Angeles
2009-08-09,0.0,32,2009,CA,Los Angeles
2009-08-16,0.0,33,2009,CA,Los Angeles
2009-08-23,0.0,34,2009,CA,Los Angeles
2009-08-30,0.0,35,2009,CA,Los Angeles
2009-09-06,0.0,36,2009,CA,Los Angeles
2009-09-13,0.0,37,2009,CA,Los Angeles
2009-09-20,0.0,38,2009,CA,Los Angeles
2009-09-27,0.0,39,2009,CA,Los Angeles
2009-10-04,0.0,40,2009,CA,Los Angeles
2009-10-11,0.0,41,2009,CA,Los Angeles
2009-10-18,0.3314285714285714,42,2009,CA,Los Angeles
2009-10-25,0.0,43,2009,CA,Los Angeles
2009-11-01,0.0,44,2009,CA,Los Angeles
2009-11-08,0.0,45,2009,CA,Los Angeles
2009-11-15,0.01,46,2009,CA,Los Angeles
2009-11-22,0.0,47,2009,CA,Los Angeles
2009-11-29,0.0014285714285714286,48,2009,CA,Los Angeles
2009-12-06,0.0,49,2009,CA,Los Angeles
2009-12-13,0.39285714285714285,50,2009,CA,Los Angeles
2009-12-20,0.0,51,2009,CA,Los Angeles
2009-12-27,0.0,52,2009,CA,Los Angeles
2010-01-03,0.022857142857142857,53,2009,CA,Los Angeles
2010-01-10,0.0,1,2010,CA,Los Angeles
2010-01-17,0.06571428571428571,2,2010,CA,Los Angeles
2010-01-24,0.6028571428571429,3,2010,CA,Los Angeles
2010-01-31,0.028571428571428574,4,2010,CA,Los Angeles
2010-02-07,0.39999999999999997,5,2010,CA,Los Angeles
2010-02-14,0.07428571428571429,6,2010,CA,Los Angeles
2010-02-21,0.025714285714285717,7,2010,CA,Los Angeles
2010-02-28,0.11571428571428573,8,2010,CA,Los Angeles
2010-03-07,0.07285714285714286,9,2010,CA,Los Angeles
2010-03-14,0.0,10,2010,CA,Los Angeles
2010-03-21,0.0,11,2010,CA,Los Angeles
2010-03-28,0.0,12,2010,CA,Los Angeles
2010-04-04,0.002857142857142857,13,2010,CA,Los Angeles
2010-04-11,0.1842857142857143,14,2010,CA,Los Angeles
2010-04-18,0.03142857142857143,15,2010,CA,Los Angeles
2010-04-25,0.02,16,2010,CA,Los Angeles
2010-05-02,0.004285714285714286,17,2010,CA,Los Angeles
2010-05-09,0.0,18,2010,CA,Los Angeles
2010-05-16,0.0,19,2010,CA,Los Angeles
2010-05-23,0.004285714285714286,20,2010,CA,Los Angeles
2010-05-30,0.004285714285714286,21,2010,CA,Los Angeles
2010-06-06,0.0,22,2010,CA,Los Angeles
2010-06-13,0.0,23,2010,CA,Los Angeles
2010-06-20,0.0,24,2010,CA,Los Angeles
2010-06-27,0.0,25,2010,CA,Los Angeles
2010-07-04,0.0,26,2010,CA,Los Angeles
2010-07-11,0.0,27,2010,CA,Los Angeles
2010-07-18,0.0,28,2010,CA,Los Angeles
2010-07-25,0.0,29,2010,CA,Los Angeles
2010-08-01,0.0,30,2010,CA,Los Angeles
2010-08-08,0.0,31,2010,CA,Los Angeles
2010-08-15,0.0,32,2010,CA,Los Angeles
2010-08-22,0.0,33,2010,CA,Los Angeles
2010-08-29,0.0,34,2010,CA,Los Angeles
2010-09-05,0.0,35,2010,CA,Los Angeles
2010-09-12,0.0,36,2010,CA,Los Angeles
2010-09-19,0.0,37,2010,CA,Los Angeles
2010-09-26,0.0,38,2010,CA,Los Angeles
2010-10-03,0.0,39,2010,CA,Los Angeles
2010-10-10,0.06714285714285714,40,2010,CA,Los Angeles
2010-10-17,0.0014285714285714286,41,2010,CA,Los Angeles
2010-10-24,0.03428571428571429,42,2010,CA,Los Angeles
2010-10-31,0.041428571428571426,43,2010,CA,Los Angeles
2010-11-07,0.0,44,2010,CA,Los Angeles
2010-11-14,0.022857142857142857,45,2010,CA,Los Angeles
2010-11-21,0.039999999999999994,46,2010,CA,Los Angeles
2010-11-28,0.017142857142857144,47,2010,CA,Los Angeles
2010-12-05,0.045714285714285714,48,2010,CA,Los Angeles
2010-12-12,0.002857142857142857,49,2010,CA,Los Angeles
2010-12-19,0.6257142857142857,50,2010,CA,Los Angeles
2010-12-26,0.6885714285714285,51,2010,CA,Los Angeles
2011-01-02,0.18285714285714286,52,2010,CA,Los Angeles
2011-01-09,0.015714285714285715,1,2011,CA,Los Angeles
2011-01-16,0.0,2,2011,CA,Los Angeles
2011-01-23,0.0,3,2011,CA,Los Angeles
2011-01-30,0.028571428571428574,4,2011,CA,Los Angeles
2011-02-06,0.0,5,2011,CA,Los Angeles
2011-02-13,0.0,6,2011,CA,Los Angeles
2011-02-20,0.29857142857142854,7,2011,CA,Los Angeles
2011-02-27,0.17142857142857143,8,2011,CA,Los Angeles
2011-03-06,0.022857142857142857,9,2011,CA,Los Angeles
2011-03-13,0.0,10,2011,CA,Los Angeles
2011-03-20,0.3471428571428571,11,2011,CA,Los Angeles
2011-03-27,0.19285714285714287,12,2011,CA,Los Angeles
2011-04-03,0.0,13,2011,CA,Los Angeles
2011-04-10,0.0,14,2011,CA,Los Angeles
2011-04-17,0.0,15,2011,CA,Los Angeles
2011-04-24,0.0,16,2011,CA,Los Angeles
2011-05-01,0.0,17,2011,CA,Los Angeles
2011-05-08,0.0,18,2011,CA,Los Angeles
2011-05-15,0.014285714285714287,19,2011,CA,Los Angeles
2011-05-22,0.048571428571428564,20,2011,CA,Los Angeles
2011-05-29,0.0,21,2011,CA,Los Angeles
2011-06-05,0.0,22,2011,CA,Los Angeles
2011-06-12,0.0,23,2011,CA,Los Angeles
2011-06-19,0.0014285714285714286,24,2011,CA,Los Angeles
2011-06-26,0.0,25,2011,CA,Los Angeles
2011-07-03,0.0,26,2011,CA,Los Angeles
2011-07-10,0.0,27,2011,CA,Los Angeles
2011-07-17,0.0,28,2011,CA,Los Angeles
2011-07-24,0.0,29,2011,CA,Los Angeles
2011-07-31,0.0,30,2011,CA,Los Angeles
2011-08-07,0.0,31,2011,CA,Los Angeles
2011-08-14,0.0,32,2011,CA,Los Angeles
2011-08-21,0.0,33,2011,CA,Los Angeles
2011-08-28,0.0,34,2011,CA,Los Angeles
2011-09-04,0.0,35,2011,CA,Los Angeles
2011-09-11,0.0,36,2011,CA,Los Angeles
2011-09-18,0.0,37,2011,CA,Los Angeles
2011-09-25,0.0,38,2011,CA,Los Angeles
2011-10-02,0.0,39,2011,CA,Los Angeles
2011-10-09,0.16428571428571428,40,2011,CA,Los Angeles
2011-10-16,0.0,41,2011,CA,Los Angeles
2011-10-23,0.0,42,2011,CA,Los Angeles
2011-10-30,0.002857142857142857,43,2011,CA,Los Angeles
2011-11-06,0.07428571428571429,44,2011,CA,Los Angeles
2011-11-13,0.022857142857142857,45,2011,CA,Los Angeles
2011-11-20,0.1285714285714286,46,2011,CA,Los Angeles
2011-11-27,0.0,47,2011,CA,Los Angeles
2011-12-04,0.0,48,2011,CA,Los Angeles
2011-12-11,0.0,49,2011,CA,Los Angeles
2011-12-18,0.13285714285714287,50,2011,CA,Los Angeles
2011-12-25,0.0,51,2011,CA,Los Angeles
2012-01-01,0.0,52,2011,CA,Los Angeles
2012-01-08,0.0,1,2012,CA,Los Angeles
2012-01-15,0.0,2,2012,CA,Los Angeles
2012-01-22,0.09714285714285716,3,2012,CA,Los Angeles
2012-01-29,0.08857142857142856,4,2012,CA,Los Angeles
2012-02-05,0.0,5,2012,CA,Los Angeles
2012-02-12,0.002857142857142857,6,2012,CA,Los Angeles
2012-02-19,0.02428571428571429,7,2012,CA,Los Angeles
2012-02-26,0.0,8,2012,CA,Los Angeles
2012-03-04,0.0,9,2012,CA,Los Angeles
2012-03-11,0.0,10,2012,CA,Los Angeles
2012-03-18,0.09857142857142856,11,2012,CA,Los Angeles
2012-03-25,0.11285714285714286,12,2012,CA,Los Angeles
2012-04-01,0.011428571428571429,13,2012,CA,Los Angeles
2012-04-08,0.0,14,2012,CA,Los Angeles
2012-04-15,0.1742857142857143,15,2012,CA,Los Angeles
2012-04-22,0.0,16,2012,CA,Los Angeles
2012-04-29,0.06999999999999999,17,2012,CA,Los Angeles
2012-05-06,0.0,18,2012,CA,Los Angeles
2012-05-13,0.0,19,2012,CA,Los Angeles
2012-05-20,0.0,20,2012,CA,Los Angeles
2012-05-27,0.0014285714285714286,21,2012,CA,Los Angeles
2012-06-03,0.0,22,2012,CA,Los Angeles
2012-06-10,0.0,23,2012,CA,Los Angeles
2012-06-17,0.0,24,2012,CA,Los Angeles
2012-06-24,0.0,25,2012,CA,Los Angeles
2012-07-01,0.0,26,2012,CA,Los Angeles
2012-07-08,0.0,27,2012,CA,Los Angeles
2012-07-15,0.0014285714285714286,28,2012,CA,Los Angeles
2012-07-22,0.0,29,2012,CA,Los Angeles
2012-07-29,0.0,30,2012,CA,Los Angeles
2012-08-05,0.0,31,2012,CA,Los Angeles
2012-08-12,0.0,32,2012,CA,Los Angeles
2012-08-19,0.0,33,2012,CA,Los Angeles
2012-08-26,0.0,34,2012,CA,Los Angeles
2012-09-02,0.0,35,2012,CA,Los Angeles
2012-09-09,0.0,36,2012,CA,Los Angeles
2012-09-16,0.0,37,2012,CA,Los Angeles
2012-09-23,0.0,38,2012,CA,Los Angeles
2012-09-30,0.0,39,2012,CA,Los Angeles
2012-10-07,0.0,40,2012,CA,Los Angeles
2012-10-14,0.0014285714285714286,41,2012,CA,Los Angeles
2012-10-21,0.0,42,2012,CA,Los Angeles
2012-10-28,0.0014285714285714286,43,2012,CA,Los Angeles
2012-11-04,0.0,44,2012,CA,Los Angeles
2012-11-11,0.0014285714285714286,45,2012,CA,Los Angeles
2012-11-18,0.042857142857142864,46,2012,CA,Los Angeles
2012-11-25,0.0,47,2012,CA,Los Angeles
2012-12-02,0.1157142857142857,48,2012,CA,Los Angeles
2012-12-09,0.027142857142857142,49,2012,CA,Los Angeles
2012-12-16,0.027142857142857146,50,2012,CA,Los Angeles
2012-12-23,0.06714285714285714,51,2012,CA,Los Angeles
2012-12-30,0.17714285714285713,52,2012,CA,Los Angeles
2013-01-06,0.017142857142857144,1,2013,CA,Los Angeles
2013-01-13,0.004285714285714286,2,2013,CA,Los Angeles
2013-01-20,0.0,3,2013,CA,Los Angeles
2013-01-27,0.15285714285714286,4,2013,CA,Los Angeles
2013-02-03,0.0,5,2013,CA,Los Angeles
2013-02-10,0.002857142857142857,6,2013,CA,Los Angeles
2013-02-17,0.0,7,2013,CA,Los Angeles
2013-02-24,0.03142857142857143,8,2013,CA,Los Angeles
2013-03-03,0.0,9,2013,CA,Los Angeles
2013-03-10,0.07714285714285715,10,2013,CA,Los Angeles
2013-03-17,0.0,11,2013,CA,Los Angeles
2013-03-24,0.0,12,2013,CA,Los Angeles
2013-03-31,0.002857142857142857,13,2013,CA,Los Angeles
2013-04-07,0.0,14,2013,CA,Los Angeles
2013-04-14,0.0,15,2013,CA,Los Angeles
2013-04-21,0.0,16,2013,CA,Los Angeles
2013-04-28,0.0,17,2013,CA,Los Angeles
2013-05-05,0.0,18,2013,CA,Los Angeles
2013-05-12,0.10142857142857142,19,2013,CA,Los Angeles
2013-05-19,0.0,20,2013,CA,Los Angeles
2013-05-26,0.0,21,2013,CA,Los Angeles
2013-06-02,0.0,22,2013,CA,Los Angeles
2013-06-09,0.0,23,2013,CA,Los Angeles
2013-06-16,0.0,24,2013,CA,Los Angeles
2013-06-23,0.0,25,2013,CA,Los Angeles
2013-06-30,0.0,26,2013,CA,Los Angeles
2013-07-07,0.0,27,2013,CA,Los Angeles
2013-07-14,0.005714285714285714,28,2013,CA,Los Angeles
2013-07-21,0.0,29,2013,CA,Los Angeles
2013-07-28,0.0071428571428571435,30,2013,CA,Los Angeles
2013-08-04,0.0,31,2013,CA,Los Angeles
2013-08-11,0.0,32,2013,CA,Los Angeles
2013-08-18,0.0,33,2013,CA,Los Angeles
2013-08-25,0.0,34,2013,CA,Los Angeles
2013-09-01,0.0,35,2013,CA,Los Angeles
2013-09-08,0.0,36,2013,CA,Los Angeles
2013-09-15,0.0,37,2013,CA,Los Angeles
2013-09-22,0.0,38,2013,CA,Los Angeles
2013-09-29,0.0,39,2013,CA,Los Angeles
2013-10-06,0.0,40,2013,CA,Los Angeles
2013-10-13,0.005714285714285714,41,2013,CA,Los Angeles
2013-10-20,0.0,42,2013,CA,Los Angeles
2013-10-27,0.0,43,2013,CA,Los Angeles
2013-11-03,0.002857142857142857,44,2013,CA,Los Angeles
2013-11-10,0.0,45,2013,CA,Los Angeles
2013-11-17,0.0,46,2013,CA,Los Angeles
2013-11-24,0.0842857142857143,47,2013,CA,Los Angeles
2013-12-01,0.032857142857142856,48,2013,CA,Los Angeles
2013-12-08,0.012857142857142857,49,2013,CA,Los Angeles
2013-12-15,0.0,50,2013,CA,Los Angeles
2013-12-22,0.02,51,2013,CA,Los Angeles
2013-12-29,0.0,52,2013,CA,Los Angeles
2014-01-05,0.0,1,2014,CA,Los Angeles
2014-01-12,0.0,2,2014,CA,Los Angeles
2014-01-19,0.0,3,2014,CA,Los Angeles
2014-01-26,0.0,4,2014,CA,Los Angeles
2014-02-02,0.02,5,2014,CA,Los Angeles
2014-02-09,0.012857142857142857,6,2014,CA,Los Angeles
2014-02-16,0.0,7,2014,CA,Los Angeles
2014-02-23,0.0,8,2014,CA,Los Angeles
2014-03-02,0.5242857142857142,9,2014,CA,Los Angeles
2014-03-09,0.0,10,2014,CA,Los Angeles
2014-03-16,0.0,11,2014,CA,Los Angeles
2014-03-23,0.0,12,2014,CA,Los Angeles
2014-03-30,0.0,13,2014,CA,Los Angeles
2014-04-06,0.04142857142857143,14,2014,CA,Los Angeles
2014-04-13,0.0,15,2014,CA,Los Angeles
2014-04-20,0.0,16,2014,CA,Los Angeles
2014-04-27,0.008571428571428572,17,2014,CA,Los Angeles
2014-05-04,0.0,18,2014,CA,Los Angeles
2014-05-11,0.0,19,2014,CA,Los Angeles
2014-05-18,0.0,20,2014,CA,Los Angeles
2014-05-25,0.0,21,2014,CA,Los Angeles
2014-06-01,0.0,22,2014,CA,Los Angeles
2014-06-08,0.0,23,2014,CA,Los Angeles
2014-06-15,0.0,24,2014,CA,Los Angeles
2014-06-22,0.0,25,2014,CA,Los Angeles
2014-06-29,0.0,26,2014,CA,Los Angeles
2014-07-06,0.0,27,2014,CA,Los Angeles
2014-07-13,0.0,28,2014,CA,Los Angeles
2014-07-20,0.0,29,2014,CA,Los Angeles
2014-07-27,0.0,30,2014,CA,Los Angeles
2014-08-03,0.005714285714285714,31,2014,CA,Los Angeles
2014-08-10,0.0,32,2014,CA,Los Angeles
2014-08-17,0.0,33,2014,CA,Los Angeles
2014-08-24,0.0,34,2014,CA,Los Angeles
2014-08-31,0.0,35,2014,CA,Los Angeles
2014-09-07,0.0,36,2014,CA,Los Angeles
2014-09-14,0.0014285714285714286,37,2014,CA,Los Angeles
2014-09-21,0.0,38,2014,CA,Los Angeles
2014-09-28,0.0,39,2014,CA,Los Angeles
2014-10-05,0.0,40,2014,CA,Los Angeles
2014-10-12,0.0,41,2014,CA,Los Angeles
2014-10-19,0.0,42,2014,CA,Los Angeles
2014-10-26,0.0,43,2014,CA,Los Angeles
2014-11-02,0.06142857142857143,44,2014,CA,Los Angeles
2014-11-09,0.0,45,2014,CA,Los Angeles
2014-11-16,0.0,46,2014,CA,Los Angeles
2014-11-23,0.0,47,2014,CA,Los Angeles
2014-11-30,0.04285714285714286,48,2014,CA,Los Angeles
2014-12-07,0.21714285714285714,49,2014,CA,Los Angeles
2014-12-14,0.16714285714285712,50,2014,CA,Los Angeles
2014-12-21,0.07999999999999999,51,2014,CA,Los Angeles
2014-12-28,0.0,52,2014,CA,Los Angeles
2015-01-04,0.027142857142857142,1,2015,CA,Los Angeles
2015-01-11,0.1142857142857143,2,2015,CA,Los Angeles
2015-01-18,0.0,3,2015,CA,Los Angeles
2015-01-25,0.0,4,2015,CA,Los Angeles
2015-02-01,0.015714285714285715,5,2015,CA,Los Angeles
2015-02-08,0.002857142857142857,6,2015,CA,Los Angeles
2015-02-15,0.0,7,2015,CA,Los Angeles
2015-02-22,0.09999999999999999,8,2015,CA,Los Angeles
2015-03-01,0.06142857142857143,9,2015,CA,Los Angeles
2015-03-08,0.038571428571428576,10,2015,CA,Los Angeles
2015-03-15,0.0,11,2015,CA,Los Angeles
2015-03-22,0.0,12,2015,CA,Los Angeles
2015-03-29,0.0,13,2015,CA,Los Angeles
2015-04-05,0.0,14,2015,CA,Los Angeles
2015-04-12,0.018571428571428572,15,2015,CA,Los Angeles
2015-04-19,0.0,16,2015,CA,Los Angeles
2015-04-26,0.0,17,2015,CA,Los Angeles
2015-05-03,0.0,18,2015,CA,Los Angeles
2015-05-10,0.027142857142857142,19,2015,CA,Los Angeles
2015-05-17,0.10285714285714286,20,2015,CA,Los Angeles
2015-05-24,0.0,21,2015,CA,Los Angeles
2015-05-31,0.0,22,2015,CA,Los Angeles
2015-06-07,0.0,23,2015,CA,Los Angeles
2015-06-14,0.0014285714285714286,24,2015,CA,Los Angeles
2015-06-21,0.0,25,2015,CA,Los Angeles
2015-06-28,0.0,26,2015,CA,Los Angeles
2015-07-05,0.0,27,2015,CA,Los Angeles
2015-07-12,0.0,28,2015,CA,Los Angeles
2015-07-19,0.054285714285714284,29,2015,CA,Los Angeles
2015-07-26,0.0,30,2015,CA,Los Angeles
2015-08-02,0.0,31,2015,CA,Los Angeles
2015-08-09,0.0,32,2015,CA,Los Angeles
2015-08-16,0.0,33,2015,CA,Los Angeles
2015-08-23,0.0,34,2015,CA,Los Angeles
2015-08-30,0.0,35,2015,CA,Los Angeles
2015-09-06,0.0,36,2015,CA,Los Angeles
2015-09-13,0.0,37,2015,CA,Los Angeles
2015-09-20,0.3057142857142857,38,2015,CA,Los Angeles
2015-09-27,0.0,39,2015,CA,Los Angeles
2015-10-04,0.0071428571428571435,40,2015,CA,Los Angeles
2015-10-11,0.05714285714285715,41,2015,CA,Los Angeles
2015-10-18,0.0,42,2015,CA,Los Angeles
2015-10-25,0.0,43,2015,CA,Los Angeles
2015-11-01,0.0,44,2015,CA,Los Angeles
2015-11-08,0.0,45,2015,CA,Los Angeles
2015-11-15,0.0,46,2015,CA,Los Angeles
2015-11-22,0.0,47,2015,CA,Los Angeles
2015-11-29,0.0014285714285714286,48,2015,CA,Los Angeles
2015-12-06,0.0,49,2015,CA,Los Angeles
2015-12-13,0.030000000000000002,50,2015,CA,Los Angeles
2015-12-20,0.037142857142857144,51,2015,CA,Los Angeles
2015-12-27,0.011428571428571429,52,2015,CA,Los Angeles
2016-01-03,0.0,53,2015,CA,Los Angeles
2016-01-10,0.3814285714285714,1,2016,CA,Los Angeles
2016-01-17,0.0,2,2016,CA,Los Angeles
2016-01-24,0.0014285714285714286,3,2016,CA,Los Angeles
2016-01-31,0.06142857142857143,4,2016,CA,Los Angeles
2016-02-07,0.0,5,2016,CA,Los Angeles
2016-02-14,0.0,6,2016,CA,Los Angeles
2016-02-21,0.11285714285714285,7,2016,CA,Los Angeles
2016-02-28,0.0,8,2016,CA,Los Angeles
2016-03-06,0.08,9,2016,CA,Los Angeles
2016-03-13,0.1285714285714286,10,2016,CA,Los Angeles
2016-03-20,0.004285714285714286,11,2016,CA,Los Angeles
2016-03-27,0.0,12,2016,CA,Los Angeles
2016-04-03,0.002857142857142857,13,2016,CA,Los Angeles
2016-04-10,0.03428571428571429,14,2016,CA,Los Angeles
2016-04-17,0.0,15,2016,CA,Los Angeles
2016-04-24,0.0,16,2016,CA,Los Angeles
2016-05-01,0.0,17,2016,CA,Los Angeles
2016-05-08,0.0071428571428571435,18,2016,CA,Los Angeles
2016-05-15,0.0,19,2016,CA,Los Angeles
2016-05-22,0.0,20,2016,CA,Los Angeles
2016-05-29,0.0,21,2016,CA,Los Angeles
2016-06-05,0.0,22,2016,CA,Los Angeles
2016-06-12,0.0,23,2016,CA,Los Angeles
2016-06-19,0.0,24,2016,CA,Los Angeles
2016-06-26,0.0,25,2016,CA,Los Angeles
2016-07-03,0.0,26,2016,CA,Los Angeles
2016-07-10,0.0,27,2016,CA,Los Angeles
2016-07-17,0.0,28,2016,CA,Los Angeles
2016-07-24,0.0,29,2016,CA,Los Angeles
2016-07-31,0.0,30,2016,CA,Los Angeles
2016-08-07,0.0,31,2016,CA,Los Angeles
2016-08-14,0.0,32,2016,CA,Los Angeles
2016-08-21,0.0,33,2016,CA,Los Angeles
2016-08-28,0.0,34,2016,CA,Los Angeles
2016-09-04,0.0,35,2016,CA,Los Angeles
2016-09-11,0.0,36,2016,CA,Los Angeles
2016-09-18,0.0,37,2016,CA,Los Angeles
2016-09-25,0.0,38,2016,CA,Los Angeles
2016-10-02,0.0,39,2016,CA,Los Angeles
2016-10-09,0.0,40,2016,CA,Los Angeles
2016-10-16,0.0,41,2016,CA,Los Angeles
2016-10-23,0.049999999999999996,42,2016,CA,Los Angeles
2016-10-30,0.018571428571428572,43,2016,CA,Los Angeles
2016-11-06,0.0,44,2016,CA,Los Angeles
2016-11-13,0.0,45,2016,CA,Los Angeles
2016-11-20,0.06571428571428571,46,2016,CA,Los Angeles
2016-11-27,0.047142857142857146,47,2016,CA,Los Angeles
2016-12-04,0.0,48,2016,CA,Los Angeles
2016-12-11,0.0,49,2016,CA,Los Angeles
2016-12-18,0.24285714285714285,50,2016,CA,Los Angeles
2016-12-25,0.33142857142857146,51,2016,CA,Los Angeles
2017-01-01,0.04,52,2016,CA,Los Angeles
2017-01-08,0.07,1,2017,CA,Los Angeles
2017-01-15,0.3028571428571429,2,2017,CA,Los Angeles
2017-01-22,0.7328571428571429,3,2017,CA,Los Angeles
2017-01-29,0.045714285714285714,4,2017,CA,Los Angeles
2017-02-05,0.03142857142857143,5,2017,CA,Los Angeles
2017-02-12,0.2414285714285714,6,2017,CA,Los Angeles
2017-02-19,0.3042857142857142,7,2017,CA,Los Angeles
2017-02-26,0.017142857142857144,8,2017,CA,Los Angeles
2017-03-05,0.0,9,2017,CA,Los Angeles
2017-03-12,0.0,10,2017,CA,Los Angeles
2017-03-19,0.0,11,2017,CA,Los Angeles
2017-03-26,0.012857142857142857,12,2017,CA,Los Angeles
2017-04-02,0.0,13,2017,CA,Los Angeles
2017-04-09,0.011428571428571429,14,2017,CA,Los Angeles
2017-04-16,0.0,15,2017,CA,Los Angeles
2017-04-23,0.0,16,2017,CA,Los Angeles
2017-04-30,0.0,17,2017,CA,Los Angeles
2017-05-07,0.045714285714285714,18,2017,CA,Los Angeles
2017-05-14,0.0,19,2017,CA,Los Angeles
2017-05-21,0.0,20,2017,CA,Los Angeles
2017-05-28,0.0,21,2017,CA,Los Angeles
2017-06-04,0.0,22,2017,CA,Los Angeles
2017-06-11,0.0014285714285714286,23,2017,CA,Los Angeles
2017-06-18,0.0,24,2017,CA,Los Angeles
2017-06-25,0.0,25,2017,CA,Los Angeles
2017-07-02,0.0,26,2017,CA,Los Angeles
2017-07-09,0.0,27,2017,CA,Los Angeles
2017-07-16,0.0,28,2017,CA,Los Angeles
2017-07-23,0.0,29,2017,CA,Los Angeles
2017-07-30,0.0,30,2017,CA,Los Angeles
2017-08-06,0.0,31,2017,CA,Los Angeles
2017-08-13,0.0,32,2017,CA,Los Angeles
2017-08-20,0.0,33,2017,CA,Los Angeles
2017-08-27,0.0,34,2017,CA,Los Angeles
2017-09-03,0.0,35,2017,CA,Los Angeles
2017-09-10,0.0014285714285714286,36,2017,CA,Los Angeles
2017-09-17,0.0,37,2017,CA,Los Angeles
2017-09-24,0.008571428571428572,38,2017,CA,Los Angeles
2017-10-01,0.0,39,2017,CA,Los Angeles
2017-10-08,0.0,40,2017,CA,Los Angeles
2017-10-15,0.0,41,2017,CA,Los Angeles
2017-10-22,0.014285714285714287,42,2017,CA,Los Angeles
2017-10-29,0.0,43,2017,CA,Los Angeles
2017-11-05,0.0,44,2017,CA,Los Angeles
2017-11-12,0.0,45,2017,CA,Los Angeles
2017-11-19,0.0014285714285714286,46,2017,CA,Los Angeles
2017-11-26,0.0,47,2017,CA,Los Angeles
2017-12-03,0.0,48,2017,CA,Los Angeles
2017-12-10,0.0,49,2017,CA,Los Angeles
2017-12-17,0.0,50,2017,CA,Los Angeles
2017-12-24,0.0014285714285714286,51,2017,CA,Los Angeles
2017-12-31,0.0,52,2017,CA,Los Angeles
2018-01-07,0.0,1,2018,CA,Los Angeles
2018-01-14,0.25285714285714284,2,2018,CA,Los Angeles
2018-01-21,0.0,3,2018,CA,Los Angeles
2018-01-28,0.0,4,2018,CA,Los Angeles
2018-02-04,0.0,5,2018,CA,Los Angeles
2018-02-11,0.0,6,2018,CA,Los Angeles
2018-02-18,0.0014285714285714286,7,2018,CA,Los Angeles
2018-02-25,0.0,8,2018,CA,Los Angeles
2018-03-04,0.08285714285714287,9,2018,CA,Los Angeles
2018-03-11,0.07571428571428572,10,2018,CA,Los Angeles
2018-03-18,0.048571428571428564,11,2018,CA,Los Angeles
2018-03-25,0.17285714285714285,12,2018,CA,Los Angeles
2018-04-01,0.0,13,2018,CA,Los Angeles
2018-04-08,0.0,14,2018,CA,Los Angeles
2018-04-15,0.0,15,2018,CA,Los Angeles
2018-04-22,0.002857142857142857,16,2018,CA,Los Angeles
2018-04-29,0.0,17,2018,CA,Los Angeles
2018-05-06,0.002857142857142857,18,2018,CA,Los Angeles
2018-05-13,0.005714285714285714,19,2018,CA,Los Angeles
2018-05-20,0.0,20,2018,CA,Los Angeles
2018-05-27,0.005714285714285714,21,2018,CA,Los Angeles
2018-06-03,0.0,22,2018,CA,Los Angeles
2018-06-10,0.0,23,2018,CA,Los Angeles
2018-06-17,0.0,24,2018,CA,Los Angeles
2018-06-24,0.0,25,2018,CA,Los Angeles
2018-07-01,0.0,26,2018,CA,Los Angeles
2018-07-08,0.0,27,2018,CA,Los Angeles
2018-07-15,0.0,28,2018,CA,Los Angeles
2018-07-22,0.0,29,2018,CA,Los Angeles
2018-07-29,0.0,30,2018,CA,Los Angeles
2018-08-05,0.0,31,2018,CA,Los Angeles
2018-08-12,0.0,32,2018,CA,Los Angeles
2018-08-19,0.0,33,2018,CA,Los Angeles
2018-08-26,0.0,34,2018,CA,Los Angeles
2018-09-02,0.0,35,2018,CA,Los Angeles
2018-09-09,0.0,36,2018,CA,Los Angeles
2018-09-16,0.0,37,2018,CA,Los Angeles
2018-09-23,0.0,38,2018,CA,Los Angeles
2018-09-30,0.0,39,2018,CA,Los Angeles
2018-10-07,0.0,40,2018,CA,Los Angeles
2018-10-14,0.08,41,2018,CA,Los Angeles
