State,year,week,ILITOTAL,last_day_of_the_week,average_temperature,City
California,2016,11,1293,2016-03-20,66.35714285714286,Los Angeles
California,2016,11,1293,2016-03-20,58.85714285714285,San Francisco
Colorado,2016,11,64,2016-03-20,48.57142857142857,Denver
Georgia,2016,11,993,2016-03-20,64.42857142857143,Atlanta
Illinois,2016,11,1642,2016-03-20,45.35714285714285,Chicago
New York,2016,11,346,2016-03-20,47.85714285714285,New York
Pennsylvania,2016,11,458,2016-03-20,49.0,Philadelphia
Texas,2016,11,749,2016-03-20,60.35714285714285,Dallas
Texas,2016,11,749,2016-03-20,67.21428571428571,Houston
Washington,2016,11,44,2016-03-20,48.57142857142857,Seattle
Arizona,2016,12,731,2016-03-27,70.92857142857143,Phoenix
California,2016,12,1201,2016-03-27,65.57142857142857,Los Angeles
California,2016,12,1201,2016-03-27,57.42857142857143,San Francisco
Colorado,2016,12,62,2016-03-27,49.0,Denver
Georgia,2016,12,1101,2016-03-27,59.14285714285714,Atlanta
Illinois,2016,12,1335,2016-03-27,41.92857142857143,Chicago
New York,2016,12,278,2016-03-27,48.78571428571429,New York
Pennsylvania,2016,12,463,2016-03-27,52.64285714285714,Philadelphia
Texas,2016,12,777,2016-03-27,58.714285714285715,Dallas
Texas,2016,12,777,2016-03-27,59.64285714285714,Houston
Washington,2016,12,71,2016-03-27,49.0,Seattle
Arizona,2016,13,528,2016-04-03,66.71428571428571,Phoenix
California,2016,13,1053,2016-04-03,61.64285714285714,Los Angeles
California,2016,13,1053,2016-04-03,56.64285714285714,San Francisco
Colorado,2016,13,43,2016-04-03,54.57142857142857,Denver
Georgia,2016,13,1068,2016-04-03,61.57142857142857,Atlanta
Illinois,2016,13,1246,2016-04-03,45.714285714285715,Chicago
New York,2016,13,113,2016-04-03,50.57142857142857,New York
Pennsylvania,2016,13,361,2016-04-03,55.57142857142857,Philadelphia
Texas,2016,13,760,2016-04-03,61.92857142857143,Dallas
Texas,2016,13,760,2016-04-03,64.14285714285714,Houston
Washington,2016,13,66,2016-04-03,54.57142857142857,Seattle
Arizona,2016,14,611,2016-04-10,74.42857142857143,Phoenix
California,2016,14,938,2016-04-10,66.14285714285714,Los Angeles
California,2016,14,938,2016-04-10,63.07142857142857,San Francisco
Colorado,2016,14,43,2016-04-10,56.07142857142857,Denver
Georgia,2016,14,873,2016-04-10,56.85714285714285,Atlanta
Illinois,2016,14,1029,2016-04-10,36.42857142857143,Chicago
New York,2016,14,97,2016-04-10,41.285714285714285,New York
Pennsylvania,2016,14,283,2016-04-10,44.35714285714285,Philadelphia
Texas,2016,14,569,2016-04-10,67.28571428571429,Dallas
Texas,2016,14,569,2016-04-10,66.64285714285714,Houston
Washington,2016,14,57,2016-04-10,56.07142857142857,Seattle
Arizona,2016,15,594,2016-04-17,71.71428571428571,Phoenix
California,2016,15,855,2016-04-17,67.78571428571429,Los Angeles
California,2016,15,855,2016-04-17,60.35714285714285,San Francisco
Colorado,2016,15,42,2016-04-17,54.07142857142857,Denver
Georgia,2016,15,770,2016-04-17,61.07142857142857,Atlanta
Illinois,2016,15,955,2016-04-17,50.214285714285715,Chicago
New York,2016,15,118,2016-04-17,50.214285714285715,New York
Pennsylvania,2016,15,288,2016-04-17,53.85714285714285,Philadelphia
Texas,2016,15,789,2016-04-17,66.78571428571429,Dallas
Texas,2016,15,789,2016-04-17,69.57142857142857,Houston
Washington,2016,15,42,2016-04-17,54.07142857142857,Seattle
Arizona,2016,16,581,2016-04-24,77.78571428571429,Phoenix
California,2016,16,710,2016-04-24,70.07142857142857,Los Angeles
California,2016,16,710,2016-04-24,62.5,San Francisco
Colorado,2016,16,40,2016-04-24,62.14285714285714,Denver
Georgia,2016,16,498,2016-04-24,67.35714285714286,Atlanta
Illinois,2016,16,894,2016-04-24,56.35714285714285,Chicago
New York,2016,16,79,2016-04-24,59.5,New York
Pennsylvania,2016,16,306,2016-04-24,62.57142857142857,Philadelphia
Texas,2016,16,846,2016-04-24,69.71428571428571,Dallas
Texas,2016,16,846,2016-04-24,69.0,Houston
Washington,2016,16,22,2016-04-24,62.14285714285714,Seattle
Arizona,2016,17,476,2016-05-01,70.92857142857143,Phoenix
California,2016,17,711,2016-05-01,62.78571428571429,Los Angeles
California,2016,17,711,2016-05-01,57.214285714285715,San Francisco
Colorado,2016,17,37,2016-05-01,55.64285714285714,Denver
Georgia,2016,17,685,2016-05-01,74.14285714285714,Atlanta
Illinois,2016,17,800,2016-05-01,50.5,Chicago
New York,2016,17,68,2016-05-01,52.35714285714285,New York
Pennsylvania,2016,17,305,2016-05-01,55.57142857142857,Philadelphia
Texas,2016,17,747,2016-05-01,72.5,Dallas
Texas,2016,17,747,2016-05-01,76.35714285714286,Houston
Washington,2016,17,31,2016-05-01,55.64285714285714,Seattle
Arizona,2016,18,387,2016-05-08,76.14285714285714,Phoenix
California,2016,18,726,2016-05-08,63.5,Los Angeles
California,2016,18,726,2016-05-08,60.35714285714285,San Francisco
Colorado,2016,18,22,2016-05-08,62.28571428571429,Denver
Georgia,2016,18,646,2016-05-08,65.85714285714286,Atlanta
Illinois,2016,18,664,2016-05-08,54.214285714285715,Chicago
New York,2016,18,55,2016-05-08,52.35714285714285,New York
Pennsylvania,2016,18,214,2016-05-08,55.64285714285714,Philadelphia
Texas,2016,18,617,2016-05-08,67.85714285714286,Dallas
Texas,2016,18,617,2016-05-08,69.14285714285714,Houston
Washington,2016,18,20,2016-05-08,62.28571428571429,Seattle
Arizona,2016,19,362,2016-05-15,82.92857142857143,Phoenix
California,2016,19,586,2016-05-15,65.92857142857143,Los Angeles
California,2016,19,586,2016-05-15,60.214285714285715,San Francisco
Colorado,2016,19,25,2016-05-15,60.35714285714285,Denver
Georgia,2016,19,642,2016-05-15,70.71428571428571,Atlanta
Illinois,2016,19,699,2016-05-15,53.714285714285715,Chicago
New York,2016,19,31,2016-05-15,58.85714285714285,New York
Pennsylvania,2016,19,172,2016-05-15,60.5,Philadelphia
Texas,2016,19,472,2016-05-15,74.21428571428571,Dallas
Texas,2016,19,472,2016-05-15,77.5,Houston
Washington,2016,19,16,2016-05-15,60.35714285714285,Seattle
Arizona,2016,20,363,2016-05-22,81.42857142857143,Phoenix
California,2016,20,527,2016-05-22,65.28571428571429,Los Angeles
California,2016,20,527,2016-05-22,61.714285714285715,San Francisco
Colorado,2016,20,22,2016-05-22,56.92857142857143,Denver
Georgia,2016,20,669,2016-05-22,69.07142857142857,Atlanta
Illinois,2016,20,636,2016-05-22,57.214285714285715,Chicago
New York,2016,20,23,2016-05-22,58.85714285714285,New York
Pennsylvania,2016,20,155,2016-05-22,59.5,Philadelphia
Texas,2016,20,459,2016-05-22,70.5,Dallas
Texas,2016,20,459,2016-05-22,72.64285714285714,Houston
Washington,2016,20,15,2016-05-22,56.92857142857143,Seattle
Arizona,2016,21,299,2016-05-29,79.71428571428571,Phoenix
California,2016,21,515,2016-05-29,65.07142857142857,Los Angeles
California,2016,21,515,2016-05-29,62.35714285714285,San Francisco
Colorado,2016,21,16,2016-05-29,57.92857142857143,Denver
Georgia,2016,21,628,2016-05-29,75.57142857142857,Atlanta
Illinois,2016,21,540,2016-05-29,71.71428571428571,Chicago
New York,2016,21,8,2016-05-29,69.57142857142857,New York
Pennsylvania,2016,21,144,2016-05-29,74.14285714285714,Philadelphia
Texas,2016,21,518,2016-05-29,77.07142857142857,Dallas
Texas,2016,21,518,2016-05-29,77.42857142857143,Houston
Washington,2016,21,8,2016-05-29,57.92857142857143,Seattle
Arizona,2016,22,238,2016-06-05,91.5,Phoenix
California,2016,22,417,2016-06-05,67.92857142857143,Los Angeles
California,2016,22,417,2016-06-05,64.35714285714286,San Francisco
Colorado,2016,22,9,2016-06-05,67.92857142857143,Denver
Georgia,2016,22,556,2016-06-05,80.0,Atlanta
Illinois,2016,22,513,2016-06-05,70.42857142857143,Chicago
New York,2016,22,0,2016-06-05,69.71428571428571,New York
Pennsylvania,2016,22,136,2016-06-05,75.14285714285714,Philadelphia
Texas,2016,22,395,2016-06-05,77.07142857142857,Dallas
Texas,2016,22,395,2016-06-05,74.92857142857143,Houston
Washington,2016,22,8,2016-06-05,67.92857142857143,Seattle
Arizona,2016,23,302,2016-06-12,92.92857142857143,Phoenix
California,2016,23,440,2016-06-12,67.14285714285714,Los Angeles
California,2016,23,440,2016-06-12,63.28571428571429,San Francisco
Colorado,2016,23,19,2016-06-12,63.14285714285714,Denver
Georgia,2016,23,448,2016-06-12,79.71428571428571,Atlanta
Illinois,2016,23,395,2016-06-12,68.5,Chicago
New York,2016,23,0,2016-06-12,70.5,New York
Pennsylvania,2016,23,123,2016-06-12,72.14285714285714,Philadelphia
Texas,2016,23,276,2016-06-12,81.92857142857143,Dallas
Texas,2016,23,276,2016-06-12,80.71428571428571,Houston
Washington,2016,23,13,2016-06-12,63.14285714285714,Seattle
Arizona,2016,24,313,2016-06-19,91.14285714285714,Phoenix
California,2016,24,395,2016-06-19,70.71428571428571,Los Angeles
California,2016,24,395,2016-06-19,63.5,San Francisco
Colorado,2016,24,18,2016-06-19,57.78571428571429,Denver
Georgia,2016,24,436,2016-06-19,81.28571428571429,Atlanta
Illinois,2016,24,310,2016-06-19,73.64285714285714,Chicago
New York,2016,24,2,2016-06-19,69.64285714285714,New York
Pennsylvania,2016,24,95,2016-06-19,71.5,Philadelphia
Texas,2016,24,362,2016-06-19,85.42857142857143,Dallas
Texas,2016,24,362,2016-06-19,85.85714285714286,Houston
Washington,2016,24,8,2016-06-19,57.78571428571429,Seattle
Arizona,2016,25,159,2016-06-26,99.42857142857143,Phoenix
California,2016,25,376,2016-06-26,75.28571428571429,Los Angeles
California,2016,25,376,2016-06-26,63.714285714285715,San Francisco
Colorado,2016,25,12,2016-06-26,63.714285714285715,Denver
Georgia,2016,25,338,2016-06-26,82.14285714285714,Atlanta
Illinois,2016,25,346,2016-06-26,75.42857142857143,Chicago
New York,2016,25,1,2016-06-26,75.28571428571429,New York
Pennsylvania,2016,25,102,2016-06-26,77.35714285714286,Philadelphia
Texas,2016,25,316,2016-06-26,87.64285714285714,Dallas
Texas,2016,25,316,2016-06-26,84.0,Houston
Washington,2016,25,6,2016-06-26,63.714285714285715,Seattle
Arizona,2016,26,165,2016-07-03,94.64285714285714,Phoenix
California,2016,26,381,2016-07-03,74.07142857142857,Los Angeles
California,2016,26,381,2016-07-03,61.57142857142857,San Francisco
Colorado,2016,26,10,2016-07-03,65.5,Denver
Georgia,2016,26,340,2016-07-03,83.42857142857143,Atlanta
Illinois,2016,26,355,2016-07-03,67.92857142857143,Chicago
New York,2016,26,1,2016-07-03,75.21428571428571,New York
Pennsylvania,2016,26,99,2016-07-03,75.92857142857143,Philadelphia
Texas,2016,26,297,2016-07-03,87.2857142857143,Dallas
Texas,2016,26,297,2016-07-03,85.57142857142857,Houston
Washington,2016,26,5,2016-07-03,65.5,Seattle
Arizona,2016,27,139,2016-07-10,97.57142857142857,Phoenix
California,2016,27,299,2016-07-10,71.78571428571429,Los Angeles
California,2016,27,299,2016-07-10,62.35714285714285,San Francisco
Colorado,2016,27,8,2016-07-10,63.64285714285714,Denver
Georgia,2016,27,369,2016-07-10,83.21428571428571,Atlanta
Illinois,2016,27,289,2016-07-10,74.78571428571429,Chicago
New York,2016,27,0,2016-07-10,77.0,New York
Pennsylvania,2016,27,71,2016-07-10,80.28571428571429,Philadelphia
Texas,2016,27,248,2016-07-10,85.28571428571429,Dallas
Texas,2016,27,248,2016-07-10,88.7142857142857,Houston
Washington,2016,27,6,2016-07-10,63.64285714285714,Seattle
Arizona,2016,28,147,2016-07-17,98.07142857142857,Phoenix
California,2016,28,324,2016-07-17,73.0,Los Angeles
California,2016,28,324,2016-07-17,63.07142857142857,San Francisco
Colorado,2016,28,10,2016-07-17,66.28571428571429,Denver
Georgia,2016,28,301,2016-07-17,82.0,Atlanta
Illinois,2016,28,317,2016-07-17,74.35714285714286,Chicago
New York,2016,28,2,2016-07-17,78.35714285714286,New York
Pennsylvania,2016,28,79,2016-07-17,81.07142857142857,Philadelphia
Texas,2016,28,189,2016-07-17,86.57142857142857,Dallas
Texas,2016,28,189,2016-07-17,88.0,Houston
Washington,2016,28,7,2016-07-17,66.28571428571429,Seattle
Arizona,2016,29,160,2016-07-24,98.0,Phoenix
California,2016,29,269,2016-07-24,78.5,Los Angeles
California,2016,29,269,2016-07-24,62.57142857142857,San Francisco
Colorado,2016,29,12,2016-07-24,68.0,Denver
Georgia,2016,29,269,2016-07-24,84.07142857142857,Atlanta
Illinois,2016,29,307,2016-07-24,80.35714285714286,Chicago
New York,2016,29,0,2016-07-24,80.71428571428571,New York
Pennsylvania,2016,29,86,2016-07-24,82.57142857142857,Philadelphia
Texas,2016,29,239,2016-07-24,89.07142857142857,Dallas
Texas,2016,29,239,2016-07-24,87.07142857142857,Houston
Washington,2016,29,5,2016-07-24,68.0,Seattle
Arizona,2016,30,137,2016-07-31,96.85714285714286,Phoenix
California,2016,30,262,2016-07-31,78.35714285714286,Los Angeles
California,2016,30,262,2016-07-31,63.5,San Francisco
Colorado,2016,30,7,2016-07-31,70.14285714285714,Denver
Georgia,2016,30,276,2016-07-31,83.42857142857143,Atlanta
Illinois,2016,30,295,2016-07-31,76.57142857142857,Chicago
New York,2016,30,0,2016-07-31,80.0,New York
Pennsylvania,2016,30,83,2016-07-31,83.28571428571429,Philadelphia
Texas,2016,30,261,2016-07-31,88.42857142857143,Dallas
Texas,2016,30,261,2016-07-31,84.78571428571429,Houston
Washington,2016,30,6,2016-07-31,70.14285714285714,Seattle
Arizona,2016,31,150,2016-08-07,91.28571428571428,Phoenix
California,2016,31,246,2016-08-07,74.21428571428571,Los Angeles
California,2016,31,246,2016-08-07,62.85714285714285,San Francisco
Colorado,2016,31,9,2016-08-07,65.5,Denver
Georgia,2016,31,271,2016-08-07,83.78571428571429,Atlanta
Illinois,2016,31,267,2016-08-07,76.85714285714286,Chicago
New York,2016,31,2,2016-08-07,74.57142857142857,New York
Pennsylvania,2016,31,76,2016-08-07,77.71428571428571,Philadelphia
Texas,2016,31,216,2016-08-07,90.71428571428572,Dallas
Texas,2016,31,216,2016-08-07,87.42857142857143,Houston
Washington,2016,31,3,2016-08-07,65.5,Seattle
Arizona,2016,32,58,2016-08-14,93.0,Phoenix
California,2016,32,267,2016-08-14,74.07142857142857,Los Angeles
California,2016,32,267,2016-08-14,63.714285714285715,San Francisco
Colorado,2016,32,10,2016-08-14,70.07142857142857,Denver
Georgia,2016,32,419,2016-08-14,82.21428571428571,Atlanta
Illinois,2016,32,263,2016-08-14,78.5,Chicago
New York,2016,32,0,2016-08-14,82.5,New York
Pennsylvania,2016,32,87,2016-08-14,85.0,Philadelphia
Texas,2016,32,209,2016-08-14,90.28571428571428,Dallas
Texas,2016,32,209,2016-08-14,88.0,Houston
Washington,2016,32,3,2016-08-14,70.07142857142857,Seattle
Arizona,2016,33,80,2016-08-21,93.78571428571428,Phoenix
California,2016,33,310,2016-08-21,72.71428571428571,Los Angeles
California,2016,33,310,2016-08-21,63.5,San Francisco
Colorado,2016,33,9,2016-08-21,72.07142857142857,Denver
Georgia,2016,33,580,2016-08-21,82.85714285714286,Atlanta
Illinois,2016,33,275,2016-08-21,74.57142857142857,Chicago
New York,2016,33,3,2016-08-21,81.14285714285714,New York
Pennsylvania,2016,33,74,2016-08-21,82.85714285714286,Philadelphia
Texas,2016,33,224,2016-08-21,79.07142857142857,Dallas
Texas,2016,33,224,2016-08-21,80.78571428571429,Houston
Washington,2016,33,4,2016-08-21,72.07142857142857,Seattle
Arizona,2016,34,97,2016-08-28,88.57142857142857,Phoenix
California,2016,34,342,2016-08-28,72.35714285714286,Los Angeles
California,2016,34,342,2016-08-28,64.5,San Francisco
Colorado,2016,34,16,2016-08-28,69.14285714285714,Denver
Georgia,2016,34,668,2016-08-28,82.07142857142857,Atlanta
Illinois,2016,34,327,2016-08-28,73.78571428571429,Chicago
New York,2016,34,1,2016-08-28,76.92857142857143,New York
Pennsylvania,2016,34,80,2016-08-28,78.35714285714286,Philadelphia
Texas,2016,34,336,2016-08-28,83.78571428571429,Dallas
Texas,2016,34,336,2016-08-28,82.71428571428571,Houston
Washington,2016,34,5,2016-08-28,69.14285714285714,Seattle
Arizona,2016,35,100,2016-09-04,93.5,Phoenix
California,2016,35,447,2016-09-04,73.78571428571429,Los Angeles
California,2016,35,447,2016-09-04,63.5,San Francisco
Colorado,2016,35,53,2016-09-04,62.57142857142857,Denver
Georgia,2016,35,618,2016-09-04,80.07142857142857,Atlanta
Illinois,2016,35,315,2016-09-04,70.78571428571429,Chicago
New York,2016,35,0,2016-09-04,76.0,New York
Pennsylvania,2016,35,141,2016-09-04,77.07142857142857,Philadelphia
Texas,2016,35,423,2016-09-04,82.92857142857143,Dallas
Texas,2016,35,423,2016-09-04,84.28571428571429,Houston
Washington,2016,35,2,2016-09-04,62.57142857142857,Seattle
Arizona,2016,36,65,2016-09-11,89.0,Phoenix
California,2016,36,398,2016-09-11,71.21428571428571,Los Angeles
California,2016,36,398,2016-09-11,65.0,San Francisco
Colorado,2016,36,21,2016-09-11,61.78571428571429,Denver
Georgia,2016,36,597,2016-09-11,80.57142857142857,Atlanta
Illinois,2016,36,396,2016-09-11,73.78571428571429,Chicago
New York,2016,36,3,2016-09-11,77.64285714285714,New York
Pennsylvania,2016,36,112,2016-09-11,81.42857142857143,Philadelphia
Texas,2016,36,534,2016-09-11,83.28571428571429,Dallas
Texas,2016,36,534,2016-09-11,83.14285714285714,Houston
Washington,2016,36,4,2016-09-11,61.78571428571429,Seattle
Arizona,2016,37,74,2016-09-18,87.14285714285714,Phoenix
California,2016,37,604,2016-09-18,69.35714285714286,Los Angeles
California,2016,37,604,2016-09-18,63.5,San Francisco
Colorado,2016,37,40,2016-09-18,63.0,Denver
Georgia,2016,37,638,2016-09-18,79.35714285714286,Atlanta
Illinois,2016,37,516,2016-09-18,70.64285714285714,Chicago
New York,2016,37,9,2016-09-18,69.71428571428571,New York
Pennsylvania,2016,37,93,2016-09-18,73.78571428571429,Philadelphia
Texas,2016,37,509,2016-09-18,84.28571428571429,Dallas
Texas,2016,37,509,2016-09-18,84.42857142857143,Houston
Washington,2016,37,6,2016-09-18,63.0,Seattle
Arizona,2016,38,84,2016-09-25,82.5,Phoenix
California,2016,38,624,2016-09-25,75.35714285714286,Los Angeles
California,2016,38,624,2016-09-25,67.21428571428571,San Francisco
Colorado,2016,38,31,2016-09-25,60.0,Denver
Georgia,2016,38,709,2016-09-25,80.28571428571429,Atlanta
Illinois,2016,38,497,2016-09-25,71.78571428571429,Chicago
New York,2016,38,2,2016-09-25,70.21428571428571,New York
Pennsylvania,2016,38,107,2016-09-25,72.21428571428571,Philadelphia
Texas,2016,38,367,2016-09-25,84.35714285714286,Dallas
Texas,2016,38,367,2016-09-25,83.78571428571429,Houston
Washington,2016,38,7,2016-09-25,60.0,Seattle
Arizona,2016,39,105,2016-10-02,81.78571428571429,Phoenix
California,2016,39,636,2016-10-02,79.14285714285714,Los Angeles
California,2016,39,636,2016-10-02,64.07142857142857,San Francisco
Colorado,2016,39,32,2016-10-02,58.714285714285715,Denver
Georgia,2016,39,649,2016-10-02,72.14285714285714,Atlanta
Illinois,2016,39,623,2016-10-02,60.42857142857143,Chicago
New York,2016,39,8,2016-10-02,62.57142857142857,New York
Pennsylvania,2016,39,127,2016-10-02,63.35714285714285,Philadelphia
Texas,2016,39,400,2016-10-02,71.28571428571429,Dallas
Texas,2016,39,400,2016-10-02,75.21428571428571,Houston
Washington,2016,39,7,2016-10-02,58.714285714285715,Seattle
Arizona,2016,40,309,2016-10-09,79.5,Phoenix
California,2016,40,668,2016-10-09,71.64285714285714,Los Angeles
California,2016,40,668,2016-10-09,65.0,San Francisco
Colorado,2016,40,22,2016-10-09,56.42857142857143,Denver
Georgia,2016,40,903,2016-10-09,72.28571428571429,Atlanta
Illinois,2016,40,640,2016-10-09,61.57142857142857,Chicago
New York,2016,40,115,2016-10-09,62.42857142857143,New York
Pennsylvania,2016,40,141,2016-10-09,64.0,Philadelphia
Texas,2016,40,654,2016-10-09,75.07142857142857,Dallas
Texas,2016,40,654,2016-10-09,77.78571428571429,Houston
Washington,2016,40,18,2016-10-09,56.42857142857143,Seattle
Arizona,2016,41,262,2016-10-16,81.35714285714286,Phoenix
California,2016,41,760,2016-10-16,67.78571428571429,Los Angeles
California,2016,41,760,2016-10-16,62.14285714285714,San Francisco
Colorado,2016,41,44,2016-10-16,54.14285714285714,Denver
Georgia,2016,41,1065,2016-10-16,68.0,Atlanta
Illinois,2016,41,571,2016-10-16,58.28571428571429,Chicago
New York,2016,41,141,2016-10-16,56.64285714285714,New York
Pennsylvania,2016,41,121,2016-10-16,57.714285714285715,Philadelphia
Texas,2016,41,571,2016-10-16,73.57142857142857,Dallas
Texas,2016,41,571,2016-10-16,77.21428571428571,Houston
Washington,2016,41,15,2016-10-16,54.14285714285714,Seattle
Arizona,2016,42,321,2016-10-23,81.0,Phoenix
California,2016,42,812,2016-10-23,72.42857142857143,Los Angeles
California,2016,42,812,2016-10-23,62.92857142857143,San Francisco
Colorado,2016,42,43,2016-10-23,53.64285714285714,Denver
Georgia,2016,42,1114,2016-10-23,68.5,Atlanta
Illinois,2016,42,743,2016-10-23,57.35714285714285,Chicago
New York,2016,42,175,2016-10-23,64.35714285714286,New York
Pennsylvania,2016,42,150,2016-10-23,66.85714285714286,Philadelphia
Texas,2016,42,541,2016-10-23,73.28571428571429,Dallas
Texas,2016,42,541,2016-10-23,73.0,Houston
Washington,2016,42,20,2016-10-23,53.64285714285714,Seattle
Arizona,2016,43,303,2016-10-30,82.42857142857143,Phoenix
California,2016,43,833,2016-10-30,68.21428571428571,Los Angeles
California,2016,43,833,2016-10-30,64.28571428571429,San Francisco
Colorado,2016,43,37,2016-10-30,54.85714285714285,Denver
Georgia,2016,43,1105,2016-10-30,69.28571428571429,Atlanta
Illinois,2016,43,742,2016-10-30,50.28571428571429,Chicago
New York,2016,43,146,2016-10-30,52.85714285714285,New York
Pennsylvania,2016,43,142,2016-10-30,53.78571428571429,Philadelphia
Texas,2016,43,589,2016-10-30,75.0,Dallas
Texas,2016,43,589,2016-10-30,72.92857142857143,Houston
Washington,2016,43,23,2016-10-30,54.85714285714285,Seattle
Arizona,2016,44,265,2016-11-06,72.71428571428571,Phoenix
California,2016,44,849,2016-11-06,67.28571428571429,Los Angeles
California,2016,44,849,2016-11-06,61.0,San Francisco
Colorado,2016,44,15,2016-11-06,54.0,Denver
Georgia,2016,44,1334,2016-11-06,68.5,Atlanta
Illinois,2016,44,804,2016-11-06,56.78571428571429,Chicago
New York,2016,44,148,2016-11-06,55.57142857142857,New York
Pennsylvania,2016,44,177,2016-11-06,54.78571428571429,Philadelphia
Texas,2016,44,581,2016-11-06,72.28571428571429,Dallas
Texas,2016,44,581,2016-11-06,75.07142857142857,Houston
Washington,2016,44,19,2016-11-06,54.0,Seattle
Arizona,2016,45,245,2016-11-13,73.85714285714286,Phoenix
California,2016,45,942,2016-11-13,73.71428571428571,Los Angeles
California,2016,45,942,2016-11-13,63.714285714285715,San Francisco
Colorado,2016,45,28,2016-11-13,55.5,Denver
Georgia,2016,45,1434,2016-11-13,57.64285714285714,Atlanta
Illinois,2016,45,827,2016-11-13,49.0,Chicago
New York,2016,45,194,2016-11-13,50.57142857142857,New York
Pennsylvania,2016,45,187,2016-11-13,49.5,Philadelphia
Texas,2016,45,607,2016-11-13,63.0,Dallas
Texas,2016,45,607,2016-11-13,66.64285714285714,Houston
Washington,2016,45,21,2016-11-13,55.5,Seattle
Arizona,2016,46,389,2016-11-20,67.78571428571429,Phoenix
California,2016,46,993,2016-11-20,64.78571428571429,Los Angeles
California,2016,46,993,2016-11-20,57.07142857142857,San Francisco
Colorado,2016,46,41,2016-11-20,49.57142857142857,Denver
Georgia,2016,46,1440,2016-11-20,56.35714285714285,Atlanta
Illinois,2016,46,899,2016-11-20,45.57142857142857,Chicago
New York,2016,46,182,2016-11-20,51.07142857142857,New York
Pennsylvania,2016,46,186,2016-11-20,51.14285714285714,Philadelphia
Texas,2016,46,673,2016-11-20,62.214285714285715,Dallas
Texas,2016,46,673,2016-11-20,63.85714285714285,Houston
Washington,2016,46,28,2016-11-20,49.57142857142857,Seattle
Arizona,2016,47,218,2016-11-27,62.42857142857143,Phoenix
California,2016,47,865,2016-11-27,60.42857142857143,Los Angeles
California,2016,47,865,2016-11-27,53.85714285714285,San Francisco
Colorado,2016,47,17,2016-11-27,46.85714285714285,Denver
Georgia,2016,47,1505,2016-11-27,54.35714285714285,Atlanta
Illinois,2016,47,744,2016-11-27,36.857142857142854,Chicago
New York,2016,47,194,2016-11-27,44.64285714285715,New York
Pennsylvania,2016,47,139,2016-11-27,43.85714285714285,Philadelphia
Texas,2016,47,550,2016-11-27,59.78571428571429,Dallas
Texas,2016,47,550,2016-11-27,62.78571428571429,Houston
Washington,2016,47,21,2016-11-27,46.85714285714285,Seattle
Arizona,2016,48,333,2016-12-04,53.35714285714285,Phoenix
California,2016,48,1091,2016-12-04,56.85714285714285,Los Angeles
California,2016,48,1091,2016-12-04,53.07142857142857,San Francisco
Colorado,2016,48,67,2016-12-04,44.714285714285715,Denver
Georgia,2016,48,1538,2016-12-04,53.714285714285715,Atlanta
Illinois,2016,48,860,2016-12-04,38.92857142857143,Chicago
New York,2016,48,261,2016-12-04,48.92857142857143,New York
Pennsylvania,2016,48,173,2016-12-04,49.214285714285715,Philadelphia
Texas,2016,48,696,2016-12-04,55.214285714285715,Dallas
Texas,2016,48,696,2016-12-04,57.78571428571429,Houston
Washington,2016,48,30,2016-12-04,44.714285714285715,Seattle
Arizona,2016,49,396,2016-12-11,58.0,Phoenix
California,2016,49,1114,2016-12-11,58.57142857142857,Los Angeles
California,2016,49,1114,2016-12-11,52.85714285714285,San Francisco
Colorado,2016,49,49,2016-12-11,36.0,Denver
Georgia,2016,49,1486,2016-12-11,45.07142857142857,Atlanta
Illinois,2016,49,894,2016-12-11,25.785714285714285,Chicago
New York,2016,49,223,2016-12-11,39.642857142857146,New York
Pennsylvania,2016,49,208,2016-12-11,37.714285714285715,Philadelphia
Texas,2016,49,816,2016-12-11,44.07142857142857,Dallas
Texas,2016,49,816,2016-12-11,52.0,Houston
Washington,2016,49,23,2016-12-11,36.0,Seattle
Arizona,2016,50,550,2016-12-18,61.07142857142857,Phoenix
California,2016,50,1190,2016-12-18,58.35714285714285,Los Angeles
California,2016,50,1190,2016-12-18,51.0,San Francisco
Colorado,2016,50,53,2016-12-18,33.5,Denver
Georgia,2016,50,1544,2016-12-18,47.5,Atlanta
Illinois,2016,50,943,2016-12-18,12.142857142857142,Chicago
New York,2016,50,208,2016-12-18,36.214285714285715,New York
Pennsylvania,2016,50,234,2016-12-18,35.142857142857146,Philadelphia
Texas,2016,50,887,2016-12-18,44.0,Dallas
Texas,2016,50,887,2016-12-18,58.42857142857143,Houston
Washington,2016,50,58,2016-12-18,33.5,Seattle
Arizona,2016,51,591,2016-12-25,57.42857142857143,Phoenix
California,2016,51,1233,2016-12-25,57.78571428571429,Los Angeles
California,2016,51,1233,2016-12-25,48.78571428571429,San Francisco
Colorado,2016,51,66,2016-12-25,39.42857142857143,Denver
Georgia,2016,51,1928,2016-12-25,51.07142857142857,Atlanta
Illinois,2016,51,978,2016-12-25,26.0,Chicago
New York,2016,51,389,2016-12-25,37.857142857142854,New York
Pennsylvania,2016,51,215,2016-12-25,36.642857142857146,Philadelphia
Texas,2016,51,951,2016-12-25,51.0,Dallas
Texas,2016,51,951,2016-12-25,61.5,Houston
Washington,2016,51,73,2016-12-25,39.42857142857143,Seattle
Arizona,2016,52,479,2017-01-01,56.92857142857143,Phoenix
California,2016,52,1419,2017-01-01,59.42857142857143,Los Angeles
